iso;Country;KICKOFF_TRACKERID;type;description;comment;likelihood;impact;risktreatment;mitigationMeasure
KEN;Kenya;418;assumption;Consistent capacity building activities and agencies provide the necessary support including funding;Plan for annual capacity building exercises and ensure the training materials address the noted weaknesses. Agencies to ensure the right target of participants is selected;;;;
KEN;Kenya;418;assumption;"UN Agencies are willing to send
their staff to participate in the respective WG and implement BOS";;;;;
MWI;Malawi;419;assumption;A number of companies are licensed for different brand and model of ICT equipment used in UN in the;;;;;
MWI;Malawi;419;assumption;Airlines have sufficient seats to ferry staff of participating Agencies to their chosen destinations;If the airlines often do not have space, Agencies may be forced to purchase tickets direct from the Travel Agents;;;;
MWI;Malawi;419;assumption;All agencies agree to standardize the rates of honoraria paid to consulytants;;;;;
MWI;Malawi;419;assumption;All agency have a recovery and sponsored site identified;;;;;
MWI;Malawi;419;assumption;All participating Agencies are keen to use services of the selected airlines;If all may not be keen the airlines may not wish to grant the Agencies access to the portal;;;;
MWI;Malawi;419;assumption;Enough licenses is acquired and the staff  is well trained for the use of the solution;;;;;
MWI;Malawi;419;assumption;ISPs have a strong financial surface and technical capacity in the long term;;;;;
MAR;Morocco;420;assumption; 5.Standardisation et harmonisation des spécifications techniques;;;;;
MAR;Morocco;420;assumption;1. Les ressources humaines et financières nécessaires sont disponibles;;;;;
MAR;Morocco;420;assumption;2. Les agences participent activement aux travaux de la BOS et fournissent les données et expertises;;;;;
MAR;Morocco;420;assumption;3. Abstention des fournisseurs à s'engager pour une durée de plus de six mois pour raison d'instabil;;;;;
MAR;Morocco;420;assumption;4. Services « Achats »: utilisation et mise à jour des bases de données par les agences;;;;;
SSD;South Sudan;421;assumption;- Based on the conducive environment created by the R-ARCSS, the local market will stabilize and bec;;;;;
SSD;South Sudan;421;assumption;Ministry of Labor is an effective and engaged partner, and that local labor markets can be reached;;;;;
SSD;South Sudan;421;assumption;That AFPs in South Sudan want to co-locate in common premises and the local real estate market has t;;;;;
SSD;South Sudan;421;assumption;That by ensuring a common approach, the AFPs may in the long run maximize economies of scale and red;;;;;
SSD;South Sudan;421;assumption;That Common LTA to be supported, and partnerships with mobile providers expanded across all agencies;;;;;
SSD;South Sudan;421;assumption;That common training programmes can be agreed among the UN agencies, and there are available service;;;;;
SSD;South Sudan;421;assumption;That cost efficiency is calculated assuming 30% of the recruitmnet is done via common rosters;;;;;
SSD;South Sudan;421;assumption;That local and International Infrastructures are used and shared accordingly, agecies to welcome the;;;;;
SSD;South Sudan;421;assumption;That South Sudan has a wide pool of both local and International IPs to work with.;;;;;
SSD;South Sudan;421;assumption;That the South Sudan market is mature, a competitive process will identify reliable service provider;;;;;
TGO;Togo;422;assumption;Continuer des efforts de prévention et contrôle de l'infection COVID-19;to be continued;;;;
TGO;Togo;422;assumption;Des formations sont annuellement organisées pour sensibiliser et former les fournisseurs;oui en continue;;;;
TGO;Togo;422;assumption;Les agences s'engagent à utiliser les LTA mis en place;continuer a encourager cette pratique;;;;
TGO;Togo;422;assumption;Mettre en place des fiches d'évaluation des produits/services pour chaque commande;Deja fait;;;;
TGO;Togo;422;assumption;Mise à niveau périodique des membres de l'OMT et des sous groupes OMT sur le BOS;to be continued;;;;
VEN;Venezuela;423;assumption;Database of LTAs and vendors that serve as a basis for new contracts;;;;;
VEN;Venezuela;423;assumption;Obtain suppliers with immediate response capacity, good quality and lower costs.;;;;;
VEN;Venezuela;423;assumption;Responsibility and commitment by suppliers to generate appropriate contracts or agreements;;;;;
VEN;Venezuela;423;assumption;Supplier payment mechanisms should be in line with UN policies;;;;;
ZWE;Zimbabwe;424;assumption;All UN Agencies will consistently participate and provide input to the work of the working group;;;;;
ZWE;Zimbabwe;424;assumption;The market stability remains/reverts to normal levels;;;;;
NIC;Nicaragua;425;assumption;Que los Encuesta sea realizada conforme y los resultados sean satisfactorios para la ISC.;;;;;
